,X,Y,Z,Magnitude,HIP ID
0,0.6585520023871655,0.003091113396114677,-0.7525288733130624,5.71,88.0
1,0.638255829830929,0.003719555869704357,-0.7698153418781444,5.53,107.0
2,0.22381013894659246,0.0015518793592582015,-0.9746315269757906,4.78,122.0
3,0.48139305558483997,0.0033960763018046148,0.8764982559597272,5.58,124.0
4,0.9985725947340545,0.007950068036294354,-0.052816374963795716,5.13,145.0
5,0.9944593270585018,0.008511107219614051,-0.10477694345727057,4.37,154.0
6,0.8903563117802271,0.008507754763266456,0.45518485935057107,5.8,171.0
7,0.8684106852195269,0.008837655468546054,-0.4957668581524697,5.04,183.0
8,0.9889955512024236,0.010757658568429116,0.1475536257905563,5.7,194.0
9,0.4051318773768341,0.004599177442848801,0.9142466896303049,5.87,207.0
10,0.9544464750797149,0.015579068251364537,-0.2979751983644382,4.55,301.0
11,0.46495358720944596,0.008577802748802847,0.8852935010724244,5.9,330.0
12,0.9585027272919238,0.018116449496031157,-0.2845071458357449,5.78,343.0
13,0.9830347022960348,0.019312129209286544,-0.18240015281558825,4.99,355.0
14,0.31828101767687716,0.006515170533288267,-0.9479740219750189,5.59,377.0
15,0.3879713939318986,0.007966794228359898,0.9216369825914444,5.68,379.0
16,0.4798904345378604,0.010687446268758012,0.8772633295261554,5.8,418.0
17,0.9947736251260423,0.023162963563200224,-0.0994430081632807,4.61,443.0
18,0.9724902426260581,0.024193384326944095,0.2316838538869712,5.55,476.0
19,0.5232421928815766,0.014329233226205608,0.8520635426208705,5.98,518.0
20,0.6548143843486393,0.01811992543953795,-0.755572491791607,5.7,522.0
21,0.43511932106715334,0.012235413279223829,0.9002896595518278,5.57,531.0
22,0.9232882766255085,0.031368529579298525,-0.38282472960603153,5.93,636.0
23,0.8330883470875754,0.029299222946819557,-0.5523634324261556,5.67,655.0
24,0.9875167419025512,0.03574200869710214,-0.1534053234945465,5.99,671.0
25,0.8732759387465,0.03198840190795388,0.4861747391111498,2.07,677.0
26,0.9491681367233761,0.03747505843408722,0.31253074764642946,5.57,729.0
27,0.5123983941845814,0.020584878866669227,0.8585011056481563,2.28,746.0
28,0.8823107676101666,0.03602756530607327,-0.46928639858542176,5.42,761.0
29,0.6972207030138753,0.02865790788296942,-0.7162834743344346,3.88,765.0
30,0.9801975539170829,0.04295669584545057,0.19330669304762566,5.54,813.0
31,0.13516811854694472,0.005920764172561281,-0.9908049880173656,5.29,814.0
32,0.9947984187761213,0.04480523743429386,-0.09148003442820345,5.84,840.0
33,0.6930471009474752,0.03123145018324773,0.7202154624747731,5.01,841.0
34,0.9749253977655475,0.04562468326319506,-0.21780463050362844,5.84,873.0
35,0.9626088597239835,0.04734142113461286,-0.2667264010664251,4.89,910.0
36,0.8834562213764517,0.04465267158516476,-0.4663810071513946,5.41,930.0
37,0.8167515476190502,0.04186917955760744,-0.5754684016217217,5.24,950.0
38,0.9500474915084418,0.05048795897744156,-0.30799469131270685,5.29,983.0
39,0.9634827098572791,0.05570589182393734,0.26191204902060927,2.83,1067.0
40,0.0871146824528898,0.005072579590669977,-0.9961853748361439,5.78,1074.0
41,0.7530041781437844,0.04444050383032003,0.6565133276006749,5.71,1086.0
42,0.8970132104871305,0.053705095933539004,-0.4387289173081031,5.94,1096.0
43,0.9888219793825865,0.06247963510741824,-0.13537868475778447,5.13,1158.0
44,0.9365476564544251,0.059763752039740554,0.34540813703770296,4.79,1168.0
45,0.9439678225340744,0.060380221215560324,-0.32446722316165955,4.44,1170.0
46,0.983998537525362,0.06410281411630488,-0.1662459243720554,5.77,1191.0
